Code Smell,Project,Package,Class,Method,Method,Class,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Long Method,osu.Game,osu.Game.Screens.Edit.Compose.Components,ComposeBlueprintContainer,getIconForSample(string sampleName),"CompareTo(FilterCriteria criteria, CarouselItem other)",CarouselBeatmapSet,0,1,0,0,0,3,4
Long Method,osu.Game,osu.Game.Screens.Edit.Compose.Components,SelectionHandler,createStateBindables(),"load(BeatmapManager manager, SongSelect songSelect)",DrawableCarouselBeatmap,0,0,2,2,4,2,3
Long Method,osu.Game,osu.Game.Screens.Edit.Compose.Components,SelectionHandler,"HandleSelectionRequested(SelectionBlueprint blueprint, MouseButtonEvent e)",updateBeatmapDifficulties(),DrawableCarouselBeatmapSet,0,2,2,2,2,2,3
Long Method,osu.Game,osu.Game.Screens.Edit.Compose.Components,SelectionHandler,load(OsuColour colours),ApplyState(),DrawableCarouselItem,0,1,3,3,2,2,3
Long Method,osu.Game,osu.Game.Screens.Edit.Compose.Components.Timeline,SamplePointPiece,load(OsuColour colours),UpdateItem(),DrawableCarouselItem,0,1,3,2.1666666666666665,0,2,5
Long Method,osu.Game,osu.Game.Screens.Edit.Compose.Components.Timeline,Timeline,"load(IBindable<WorkingBeatmap> beatmap, OsuColour colours, OsuConfigManager config)",FetchScores(Action<IEnumerable<ScoreInfo>>scoresCallback),BeatmapLeaderboard,0,3,3,2.142857142857143,5,9,9
Long Method,osu.Game,osu.Game.Screens.Edit.Compose.Components.Timeline,Timeline,UpdateAfterChildren(),"AddButton(string firstLine, string secondLine, IconUsage icon, Color4 colour, Action action)",BeatmapOptionsOverlay,0,0,2,2,3,9,9
Long Method,osu.Game,osu.Game.Screens.Edit.Compose.Components.Timeline,TimelineArea,load(),PlayAnimation(),LegacyJudgementPieceOld,0,0,3,2.5,2,0,0
Long Method,osu.Game,osu.Game.Screens.Edit.Compose.Components.Timeline,TimelineHitObjectBlueprint,updateShadows(),GetConfig(TLookup lookup),LegacySkin,0,0,0,0,0,4,12
Long Method,osu.Game,osu.Game.Screens.Edit.Timing,ControlPointSettings,load(OsuColour colours),GetDrawableComponent(ISkinComponent component),LegacySkin,0,1,0,0,1,0,0
Long Method,osu.Game,osu.Game.Screens.Edit.Timing,Section,load(OsuColour colours),getJudgementAnimation(HitResult result),LegacySkin,0,1,3,3,0,2,3
Long Method,osu.Game,osu.Game.Screens.Import,FileImportScreen,load(Storage storage),GetSample(ISampleInfo sampleInfo),LegacySkin,0,1,3,3,0,4,7
Long Method,osu.Game,osu.Game.Screens.Menu,ButtonSystem,onOsuLogo(),lookupForMania(LegacyManiaSkinConfigurationLookup maniaLookup),LegacySkin,0,0,2,2,0,11,10
Long Method,osu.Game,osu.Game.Screens.Menu,ButtonSystem,onPlaylists(),"GetAnimation(this ISkin source, string componentName, WrapMode wrapModeS, WrapMode wrapModeT, bool animatable, bool looping, bool applyConfigFrameRate = false, string animationSeparator = ""-"", bool startAtCurrentTime = true, double? frameLength = null)",LegacySkinExtensions,0,0,0,0,0,11,10
Long Method,osu.Game,osu.Game.Screens.Menu,IntroSequence,Start(double length),SamplePlaybackDisabledChanged(ValueChangedEvent<bool> disabled),PausableSkinnableSound,0,1,3,2.076923076923077,1,15,16
Long Method,osu.Game,osu.Game.Screens.Menu,IntroWelcome,"LogoArriving(OsuLogo logo, bool resuming)",populateMetadata(SkinInfo item),SkinManager,0,2,3,2.1666666666666665,0,3,4
Long Method,osu.Game,osu.Game.Screens.Menu,MainMenu,OnExiting(IScreen next),"SkinChanged(ISkinSource skin, bool allowFallback)",SkinnableDrawable,0,1,3,2.142857142857143,0,10,10
Long Method,osu.Game,osu.Game.Screens.Menu,MenuSideFlashes,"load(IBindable<WorkingBeatmap> beatmap, IAPIProvider api, SkinManager skinManager)",updateSamples(),SkinnableSound,0,3,3,2.75,2,4,11
Long Method,osu.Game,osu.Game.Screens.Menu,OsuLogo,"AppendAnimatingAction(Action action, bool waitForPrevious)","generateCommands(List<IGeneratedCommand> resultList, IEnumerable<CommandTimeline<T>.TypedCommand> commands, DrawablePropertyInitializer<T> initializeProperty, DrawableTransformer<T> transform, bool alwaysInitialize = true)",StoryboardSprite,0,2,2,2,0,5,20
Long Method,osu.Game,osu.Game.Screens.Menu,OsuLogo,"OnNewBeat(int beatIndex, TimingControlPoint timingPoint, EffectControlPoint effectPoint, ChannelAmplitudes amplitudes)",Update(),DrawableStoryboardSample,0,4,2,2,0,5,20
Long Method,osu.Game,osu.Game.Screens.OnlinePlay,DrawableRoomPlaylistItem,refresh(),"load(IBindable<WorkingBeatmap> beatmap, TextureStore textureStore)",DrawableStoryboardVideo,0,0,5,2.5,0,8,12
Long Method,osu.Game,osu.Game.Screens.OnlinePlay,OnlinePlayScreen,"subScreenChanged(IScreen lastScreen, IScreen newScreen)","displayStatus(UserStatus status, UserActivity activity = null)",ExtendedUserPanel,0,2,2,2,0,0,10
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Components,BeatmapTypeInfo,load(),CreateLayout(),UserGridPanel,0,0,3,3,2,1,1
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Components,ListingPollingComponent,Poll(),IsInAny(double time),PeriodTracker,0,0,2,2,0,1,1
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Components,ParticipantsList,updateParticipants(),IsZipArchive(string path),ZipUtils,0,0,2,2,0,3,3
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Components,RoomLocalUserInfo,load(),AddDevice(SsdpEmbeddedDevice device),SsdpDevice,0,0,2,2,0,1,1
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Components,RoomManager,"CreateRoom(Room room, Action<Room> onSuccess = null, Action<string> onError = null)","BuildMessage(string header, Dictionary<string, string> values)",DisposableManagedObjectBase,0,3,2,2,2,1,5
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Components,RoomManager,"JoinRoom(Room room, Action<Room> onSuccess = null, Action<string> onError = null)",ParseHttpVersion(string versionData),HttpParserBase,0,3,2,2,0,1,5
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Lounge.Components,DrawableRoom,load(),Parse(string data),HttpRequestParser,0,0,0,0,0,3,10
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Lounge.Components,DrawableRoom,load(OsuColour colours),"SendMessage(byte[] messageData, IPEndPoint destination,IPAddress fromLocalIpAddress, CancellationToken cancellationToken)",SsdpCommunicationsServer,0,1,3,2.3333333333333335,0,3,10
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Lounge.Components,ParticipantInfo,load(OsuColour colours),StopListeningForBroadcasts(),SsdpCommunicationsServer,0,1,3,2125,0,0,0
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Lounge.Components,RoomInfo,LoadComplete(),NotificationTypeMatchesFilter(DiscoveredSsdpDevice device),SsdpDeviceLocator,0,0,2,2,0,0,2
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Lounge.Components,RoomsContainer,Filter(FilterCriteria criteria),"ProcessAliveNotification(HttpRequestMessage message, IPAddresslocalIpAddress)",SsdpDeviceLocator,0,1,4,3,0,3,4
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Lounge.Components,RoomsContainer,selectNext(int direction),"RestartBroadcastTimer(TimeSpan dueTime, TimeSpan period)",SsdpDeviceLocator,0,1,2,2,1,3,4
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Match.Components,Header,load(OsuColour colours),DisposeRebroadcastTimer(),SsdpDevicePublisher,0,1,3,2.142857142857143,0,2,2
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Multiplayer,MultiplayerRoomManager,PartRoom(),"WriteTrace(string text, SsdpDevice device)",SsdpDevicePublisher,0,0,2,2,0,1,3
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Multiplayer.Match,BeatmapSelectionControl,load(),"DropForm_DragDrop(object sender, DragEventArgs e)",DropForm,0,0,2,2,0,2,2
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Multiplayer.Match,MultiplayerReadyButton,updateButtonColour(bool green),ResetHotkeys(),HotkeyManager,0,1,0,0,0,3,4
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Multiplayer.Participants,ParticipantPanel,OnRoomUpdated(),Dispose(bool disposing),NotificationForm,0,0,3,2125,0,3,3
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Multiplayer.Participants,StateDisplay,updateStatus(),"NotificationForm_MouseEnter(object sender, EventArgs e)",NotificationForm,0,0,2,2,0,3,4
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Playlists,PlaylistsResultsScreen,"createIndexRequest(Action<IEnumerable<ScoreInfo>> scoresCallback, [CanBeNull] MultiplayerScores pivot = null)",OnPaint(PaintEventArgs e),NotificationForm,0,2,0,0,4,2,4
Long Method,osu.Game,osu.Game.Screens.OnlinePlay.Playlists,PlaylistsRoomSubScreen,LoadComplete(),ToString(),QuickTaskInfo,0,0,2,2,0,4,4
Long Method,osu.Game,osu.Game.Screens.Play,ComboEffects,onComboChange(ValueChangedEvent<int> combo),InitItems(),RecentTaskManager,0,1,0,0,0,3,4
Long Method,osu.Game,osu.Game.Screens.Play,EpilepsyWarning,"load(OsuColour colours, IBindable<WorkingBeatmap> beatmap)",UpdateMainWindowList(),RecentTaskManager,0,2,3,2125,0,1,1
Long Method,osu.Game,osu.Game.Screens.Play,FailAnimation,applyToPlayfield(Playfield playfield),Import(string archivePath),SettingManager,0,1,2,2,3,4,7
Long Method,osu.Game,osu.Game.Screens.Play,GameplayClockContainer,Restart(),LoadHotkeysConfig(),SettingManager,0,0,2,2,2,3,12
Long Method,osu.Game,osu.Game.Screens.Play,GameplayMenuOverlay,load(OsuColour colours),"AsyncOCRImage(Stream stream, string fileName, string filePath, OCROptions ocrOptions)",TaskHelpers,0,1,3,2.5,1,5,4
Long Method,osu.Game,osu.Game.Screens.Play,GameplayMenuOverlay,OnPressed(GlobalAction action),"CreateQRCode(string text, int width, int height)",TaskHelpers,0,1,2,2,0,5,4
Long Method,osu.Game,osu.Game.Screens.Play,HUDOverlay,"load(OsuConfigManager config, NotificationOverlay notificationOverlay)","FindDataType(string filePath, TaskSettings taskSettings)",TaskHelpers,0,2,2,2,3,4,11
Long Method,osu.Game,osu.Game.Screens.Play,Player,"createGameplayComponents(WorkingBeatmap working, IBeatmap playableBeatmap)",OCRImage(TaskSettings taskSettings = null),TaskHelpers,0,2,2,2,0,17,18
Long Method,osu.Game,osu.Game.Screens.Play,Player,createOverlayComponents(WorkingBeatmap working),OpenAutoCapture(TaskSettings taskSettings = null),TaskHelpers,0,1,3,2.142857142857143,4,17,18
Long Method,osu.Game,osu.Game.Screens.Play,Player,"load(AudioManager audio, OsuConfigManager config, OsuGameBase game)",OpenImageEffectsSingleton(TaskSettings taskSettings = null),TaskHelpers,0,3,4,2.3095238095238093,6,17,18
Long Method,osu.Game,osu.Game.Screens.Play,Player,OnExiting(IScreen next),"PrepareImage(Image img, TaskSettings taskSettings)",TaskHelpers,0,1,2,2,1,17,18
Long Method,osu.Game,osu.Game.Screens.Play,Player,Resume(),PrintImage(Image img),TaskHelpers,0,0,2,2,0,17,18
Long Method,osu.Game,osu.Game.Screens.Play,Player,updateCompletionState(ValueChangedEvent<bool> completionState),"SaveImageAsPNGStream(Image img, Stream stream, PNGBitDepth bitDepth)",TaskHelpers,0,1,2,2,4,17,18
Long Method,osu.Game,osu.Game.Screens.Play,SquareGraph,recalculateValues(),ToggleActionsToolbar(),TaskHelpers,0,0,2,2,0,7,8
Long Method,osu.Game,osu.Game.Screens.Play,SquareGraph,RecreateGraph(),Task_UploadCompleted(WorkerTask task),TaskManager,0,0,2,2,3,7,8
Long Method,osu.Game,osu.Game.Screens.Play.HUD,GameplayLeaderboardScore,load(OsuColour colours),UpdateProgressUI(),TaskManager,0,1,3,2.5833333333333335,1,8,9
Long Method,osu.Game,osu.Game.Screens.Play.HUD,GameplayLeaderboardScore,updateState(),OnPaint(PaintEventArgs e),TaskRoundedCornerPanel,0,0,2,2,0,8,9
Long Method,osu.Game,osu.Game.Screens.Play.HUD,HitErrorDisplay,createColour(Anchor anchor),ClipboardUploadMainWindow(TaskSettings taskSettings = null),UploadManager,0,1,0,0,1,0,5
Long Method,osu.Game,osu.Game.Screens.Play.HUD,HitErrorDisplay,typeChanged(ValueChangedEvent<ScoreMeterType> type),ClipboardUploadWithContentViewer(TaskSettings taskSettings = null),UploadManager,0,1,2,2,0,0,5
Long Method,osu.Game,osu.Game.Screens.Play.HUD,LegacyComboCounter,"onCountIncrement(int currentValue, int newValue)","UploadFile(string[] files, TaskSettings taskSettings = null)",UploadManager,0,2,2,2,2,6,10
Long Method,osu.Game,osu.Game.Screens.Play.HUD,MultiplayerGameplayLeaderboard,"usersChanged(object sender, NotifyCollectionChangedEventArgs e)","UploadImageStream(Stream stream, string filename, TaskSettings taskSettings = null)",UploadManager,0,2,3,2.25,0,1,4
Long Method,osu.Game,osu.Game.Screens.Play.HUD,SkinnableScoreCounter,load(OsuConfigManager config),Dispose(),WorkerTask,0,1,2,2,0,2,2
Long Method,osu.Game,osu.Game.Screens.Play.HUD.HitErrorMeters,BarHitErrorMeter,load(OsuColour colours),OnUploadProgressChanged(),WorkerTask,0,1,0,0,1,7,15
Long Method,osu.Game,osu.Game.Screens.Play.HUD.HitErrorMeters,HitErrorMeter,GetColourForHitResult(HitResult result),"AddFrame(string path, GIFQuality quality = GIFQuality.Default)",AnimatedGifCreator,0,1,0,0,0,0,0
Long Method,osu.Game,osu.Game.Screens.Ranking,ReplayDownloadButton,"load(OsuGame game, ScoreManager scores)",Finish(),AnimatedGifCreator,0,2,2,2,2,2,2
Long Method,osu.Game,osu.Game.Screens.Ranking,ScorePanel,updateState(),OnClick(EventArgs e),BlackStyleCheckBox,0,0,2,2,0,13,24
Long Method,osu.Game,osu.Game.Screens.Ranking,ScorePanelList,"AddScore(ScoreInfo score, bool isNewLocalScore = false)",OnMouseEnter(EventArgs e),BlackStyleCheckBox,0,2,2,2,0,3,7
Long Method,osu.Game,osu.Game.Screens.Ranking.Contracted,ContractedPanelMiddleContent,load(),OnPaint(PaintEventArgs pe),BlackStyleLabel,0,0,3,2.3333333333333335,2,0,1
Long Method,osu.Game,osu.Game.Screens.Ranking.Expanded,ExpandedPanelMiddleContent,load(BeatmapDifficultyCache beatmapDifficultyCache),OnPaint(PaintEventArgs e),Canvas,0,1,3,2.32,0,2,6
Long Method,osu.Game,osu.Game.Screens.Ranking.Expanded,ExpandedPanelMiddleContent,LoadComplete(),"CheckPixelColor(int x, int y, Color color, byte variation)",CaptureHelpers,0,0,2,2,0,2,6
Long Method,osu.Game,osu.Game.Screens.Ranking.Expanded.Accuracy,AccuracyCircle,"inverseEasing(Easing easing, double targetValue)","GetPixelColor(int x, int y)",CaptureHelpers,0,2,2,2,0,5,9
Long Method,osu.Game,osu.Game.Screens.Ranking.Expanded.Accuracy,AccuracyCircle,load(AudioManager audio),GetScreenBounds2(),CaptureHelpers,0,1,2,2,6,5,9
Long Method,osu.Game,osu.Game.Screens.Ranking.Expanded.Accuracy,AccuracyCircle,LoadComplete(),GetScreenBounds3(),CaptureHelpers,0,0,2,2,0,5,9
Long Method,osu.Game,osu.Game.Screens.Ranking.Expanded.Accuracy,RankText,Appear(),ScreenToClient(Point p),CaptureHelpers,0,0,2,2,0,3,4
Long Method,osu.Game,osu.Game.Screens.Ranking.Statistics,HitEventTimingDistributionGraph,load(),ToString(),CLICommand,0,0,2,2,0,0,5
Long Method,osu.Game,osu.Game.Screens.Ranking.Statistics,StatisticsPanel,populateStatistics(ValueChangedEvent<ScoreInfo> score),CopyFile(string[] paths),ClipboardHelpers,0,1,3,2.05,0,1,3
Long Method,osu.Game,osu.Game.Screens.Select,BeatmapCarousel,"applyActiveCriteria(bool debounce, bool alwaysResetScrollPosition = true)",GetFileDropList(bool checkContainsFileDropList = false),ClipboardHelpers,0,2,2,2,1,20,22
Long Method,osu.Game,osu.Game.Screens.Select,BeatmapCarousel,load(OsuConfigManager config),GetImageAlternative(),ClipboardHelpers,0,1,3,2.3333333333333335,2,20,22
Long Method,osu.Game,osu.Game.Screens.Select,BeatmapCarousel,OnKeyDown(KeyDownEvent e),CMYKToColor(CMYK cmyk),ColorHelpers,0,1,0,0,2,20,22
Long Method,osu.Game,osu.Game.Screens.Select,BeatmapCarousel,SelectPreviousRandom(),"Apply(this ColorMatrix matrix, Bitmap src, Bitmap dest, Rectangle destRect)",ColorMatrixManager,0,0,2,2,1,20,22
Long Method,osu.Game,osu.Game.Screens.Select,BeatmapCarousel,Update(),Grayscale(float value = 1),ColorMatrixManager,0,0,2,2,5,20,22
Long Method,osu.Game,osu.Game.Screens.Select,BeatmapCarousel,UpdateBeatmapSet(BeatmapSetInfo beatmapSet),GetSliderColor(),ColorUserControl,0,1,3,2.1666666666666665,3,20,22
Long Method,osu.Game,osu.Game.Screens.Select,BeatmapCarousel,updateYPositions(),EdgeDetect(),ConvolutionMatrixManager,0,0,2,2,0,20,22
Long Method,osu.Game,osu.Game.Screens.Select,BeatmapDetails,updateStatistics(),InitializeTable(uint polynomial),Crc32,0,0,2,2,4,2,13
Long Method,osu.Game,osu.Game.Screens.Select,FilterControl,CreateCriteria(),"SetValue(object target, object value)",DPAPIEncryptedStringValueProvider,0,0,2,2,0,6,10
Long Method,osu.Game,osu.Game.Screens.Select,FilterQueryParser,"parseKeywordCriteria(FilterCriteria criteria, string key, string value, string op)",Dispose(),DWMManager,0,4,2,2,17,0,1
Long Method,osu.Game,osu.Game.Screens.Select,FilterQueryParser,"updateCriteriaRange(ref FilterCriteria.OptionalRange<double> range, string op, double value, double tolerance = 0.05)","ConvertFrom(ITypeDescriptorContext context, CultureInfo culture, object value)",EnumProperNameConverter,0,4,0,0,0,0,1
Long Method,osu.Game,osu.Game.Screens.Select,FilterQueryParser,"updateCriteriaRange(ref FilterCriteria.OptionalRange<float> range, string op, float value, float tolerance = 0.05f)",DisposeHandle(this Icon icon),Extensions,0,4,0,0,0,0,1
Long Method,osu.Game,osu.Game.Screens.Select,FilterQueryParser,"updateCriteriaRange(ref FilterCriteria.OptionalRange<T> range, string op, T value)",GetMimeType(this ImageFormat format),Extensions,0,3,0,0,0,0,1
Long Method,osu.Game,osu.Game.Screens.Select,LocalScoreDeleteDialog,load(),"Move(this List<T> list, int oldIndex, int newIndex)",Extensions,0,0,2,2,0,0,1
Long Method,osu.Game,osu.Game.Screens.Select,SongSelect,"LogoArriving(OsuLogo logo, bool resuming)",MoveUp(this ListViewItem lvi),Extensions,0,2,2,2,1,11,15
Long Method,osu.Game,osu.Game.Screens.Select,SongSelect,OnResuming(IScreen last),Run(string inputPath),ExternalProgram,0,1,3,2125,1,11,15
Long Method,osu.Game,osu.Game.Screens.Select,SongSelect,performUpdateSelected(),GetImageData(List<byte> gifData),GifClass,0,0,3,2.076923076923077,2,11,15
Long Method,osu.Game,osu.Game.Screens.Select,SongSelect,workingBeatmapChanged(ValueChangedEvent<WorkingBeatmap> e),Stop(),HashCheck,0,1,5,2.4285714285714284,1,11,15
Long Method,osu.Game,osu.Game.Screens.Select.Carousel,CarouselBeatmapSet,"CompareTo(FilterCriteria criteria, CarouselItem other)",IsAdministrator(),Helpers,0,2,4,2.4,3,2,0
Long Method,osu.Game,osu.Game.Screens.Select.Carousel,DrawableCarouselBeatmap,"load(BeatmapManager manager, SongSelect songSelect)","SafeStringFormat(IFormatProvider provider, string format, params object[] args)",Helpers,0,2,2,2,0,8,10
Long Method,osu.Game,osu.Game.Screens.Select.Carousel,DrawableCarouselBeatmapSet,updateBeatmapDifficulties(),ToString(),HotkeyInfo,0,0,3,2.1666666666666665,2,5,5
Long Method,osu.Game,osu.Game.Screens.Select.Carousel,DrawableCarouselItem,ApplyState(),OnHotkeyChanged(),HotkeySelectionButton,0,0,2,2,2,1,1
Long Method,osu.Game,osu.Game.Screens.Select.Carousel,DrawableCarouselItem,UpdateItem(),OnKeyDown(KeyEventArgs kevent),HotkeySelectionButton,0,0,3,2.5,0,1,1
Long Method,osu.Game,osu.Game.Screens.Select.Leaderboards,BeatmapLeaderboard,FetchScores(Action<IEnumerable<ScoreInfo>> scoresCallback),StopEditing(),HotkeySelectionButton,0,1,3,2.4285714285714284,0,4,3
Long Method,osu.Game,osu.Game.Screens.Select.Options,BeatmapOptionsOverlay,"AddButton(string firstLine, string secondLine, IconUsage icon, Color4 colour, Action action)","GetFileIconAsImage(string filePath, bool isSmallIcon = true)",ImageFilesCache,0,5,2,2,0,0,6
Long Method,osu.Game,osu.Game.Skinning,LegacyJudgementPieceOld,PlayAnimation(),"ApplyAspectRatio(int width, int height, Bitmap bmp)",ImageHelpers,0,0,2,2,0,0,2
Long Method,osu.Game,osu.Game.Skinning,LegacySkin,GetConfig(TLookup lookup),"BoxBlurVertical(UnsafeBitmap unsafeBitmap, int range, Rectangle rect)",ImageHelpers,0,1,3,2.2,2,2,2
Long Method,osu.Game,osu.Game.Skinning,LegacySkin,GetDrawableComponent(ISkinComponent component),"DrawBorder(Bitmap bmp, GradientInfo gradientInfo, int borderSize, BorderType borderType)",ImageHelpers,0,1,2,2,2,2,2
Long Method,osu.Game,osu.Game.Skinning,LegacySkin,getJudgementAnimation(HitResult result),GetImageFormat(string filePath),ImageHelpers,0,1,2,2,0,2,2
Long Method,osu.Game,osu.Game.Skinning,LegacySkin,GetSample(ISampleInfo sampleInfo),NonIndexedBitmap(Bitmap bmp),ImageHelpers,0,1,3,3,1,2,2
Long Method,osu.Game,osu.Game.Skinning,LegacySkin,lookupForMania(LegacyManiaSkinConfigurationLookup maniaLookup),"SplitImage(Image img, int rowCount, int columnCount)",ImageHelpers,0,1,3,2.02,18,2,2
Long Method,osu.Game,osu.Game.Skinning,LegacySkinExtensions,"GetAnimation(this ISkin source, string componentName, bool animatable, bool looping, bool applyConfigFrameRate = false, string animationSeparator = ""-"", bool startAtCurrentTime = true, double? frameLength = null)",Dispose(bool disposing),ImageViewer,0,8,2,2,0,0,1
Long Method,osu.Game,osu.Game.Skinning,LegacySkinExtensions,"GetAnimation(this ISkin source, string componentName, WrapMode wrapModeS, WrapMode wrapModeT, bool animatable, bool looping, bool applyConfigFrameRate = false, string animationSeparator = ""-"", bool startAtCurrentTime = true, double? frameLength = null)","SendMouseClick(int x, int y, MouseButtons button = MouseButtons.Left)",InputHelpers,0,10,2,2,1,0,1
Long Method,osu.Game,osu.Game.Skinning,PausableSkinnableSound,SamplePlaybackDisabledChanged(ValueChangedEvent<bool> disabled),SendInputs(),InputManager,0,1,2,2,1,1,2
Long Method,osu.Game,osu.Game.Skinning,SkinManager,populateMetadata(SkinInfo item),"Deserialize(TextReader textReader, ISerializationBinder serializationBinder = null)",JsonHelpers,0,1,3,2.5,1,0,4
Long Method,osu.Game,osu.Game.Skinning,SkinnableDrawable,"SkinChanged(ISkinSource skin, bool allowFallback)","SelectBitmap(Bitmap bitmap, int opacity = 255)",LayeredForm,0,2,2,2,1,1,5
Long Method,osu.Game,osu.Game.Skinning,SkinnableSound,updateSamples(),OnDragOver(DragEventArgs drgevent),MyListView,0,0,2,2,1,2,3
Long Method,osu.Game,osu.Game.Storyboards,StoryboardSprite,"generateCommands(List<IGeneratedCommand> resultList, IEnumerable<CommandTimeline<T>.TypedCommand> commands, DrawablePropertyInitializer<T> initializeProperty, DrawableTransformer<T> transform, bool alwaysInitialize = true)","ToSizeString(this long size, bool binary = false, int decimalPlaces = 2)",NumberExtensions,0,5,2,2,0,2,2
Long Method,osu.Game,osu.Game.Storyboards.Drawables,DrawableStoryboardSample,Update(),"CopyFields(object originalObject, IDictionary<object, object> visited, object cloneObject, Type typeToReflect, BindingFlags bindingFlags = BindingFlags.Instance | BindingFlags.NonPublic | BindingFlags.Public | BindingFlags.FlattenHierarchy, Func<FieldInfo, bool> filter = null)",ObjectExtensions,0,0,2,2,0,0,2
Long Method,osu.Game,osu.Game.Storyboards.Drawables,DrawableStoryboardVideo,"load(IBindable<WorkingBeatmap> beatmap, TextureStore textureStore)","InternalCopy(object originalObject, IDictionary<object, object> visited)",ObjectExtensions,0,2,3,2.5,0,1,1
Long Method,osu.Game,osu.Game.Users,ExtendedUserPanel,"displayStatus(UserStatus status, UserActivity activity = null)",ToString(),PingResult,0,2,2,2,0,2,2
Long Method,osu.Game,osu.Game.Users,UserGridPanel,CreateLayout(),"printDocument_BeginPrint(object sender, PrintEventArgs e)",PrintHelper,0,0,2,2,0,0,1
Long Method,osu.Game,osu.Game.Utils,PeriodTracker,IsInAny(double time),NextChar(),PrintTextHelper,0,1,0,0,0,1,2
Long Method,osu.Game,osu.Game.Utils,ZipUtils,IsZipArchive(string path),"Next(int minValue, int maxValue)",RandomFast,0,1,2,2,0,0,0
Long Method,RSSDP,Rssdp,SsdpDevice,AddDevice(SsdpEmbeddedDevice device),GetType(string typeName),Reflector,0,1,2,2,3,5,5
Long Method,RSSDP,Rssdp.Infrastructure,DisposableManagedObjectBase,"BuildMessage(string header, Dictionary<string, string> values)","ApplyTheme(Form form, bool setIcon = true)",ShareXResources,0,2,2,2,0,0,0
Long Method,RSSDP,Rssdp.Infrastructure,HttpParserBase,ParseHttpVersion(string versionData),"ToolTip_Draw(object sender, DrawToolTipEventArgs e)",ShareXResources,0,1,2,2,0,0,2
Long Method,RSSDP,Rssdp.Infrastructure,HttpRequestParser,Parse(string data),GetShortcutTargetPath(string shortcutPath),ShortcutHelpers,0,1,2,2,0,0,1
Long Method,RSSDP,Rssdp.Infrastructure,SsdpCommunicationsServer,"SendMessage(byte[] messageData, IPEndPoint destination, IPAddress fromLocalIpAddress, CancellationToken cancellationToken)","CopyStreamTo64(this FileStream fromStream, Stream toStream, long offset, int length, int bufferSize = DefaultBufferSize)",StreamExtensions,0,4,2,2,2,10,13
Long Method,RSSDP,Rssdp.Infrastructure,SsdpCommunicationsServer,StopListeningForBroadcasts(),"BatchReplace(this string text, Dictionary<string, string> replace)",StringExtensions,0,0,2,2,0,10,13
Long Method,RSSDP,Rssdp.Infrastructure,SsdpCommunicationsServer,StopListeningForResponses(),"Left(this string str, int length)",StringExtensions,0,0,2,2,0,10,13
Long Method,RSSDP,Rssdp.Infrastructure,SsdpDeviceLocator,NotificationTypeMatchesFilter(DiscoveredSsdpDevice device),"Truncate(this string str, int maxLength)",StringExtensions,0,1,2,2,0,4,6
Long Method,RSSDP,Rssdp.Infrastructure,SsdpDeviceLocator,"ProcessAliveNotification(HttpRequestMessage message, IPAddress localIpAddress)","SetProgressValue(IntPtr hwnd, int currentValue, int maximumValue = 100)",TaskbarManager,0,2,0,0,5,4,6
Long Method,RSSDP,Rssdp.Infrastructure,SsdpDeviceLocator,"RestartBroadcastTimer(TimeSpan dueTime, TimeSpan period)",WndProc(ref Message m),ToolStripEx,0,2,2,2,0,4,6
Long Method,RSSDP,Rssdp.Infrastructure,SsdpDevicePublisher,DisposeRebroadcastTimer(),OnMouseDown(MouseEventArgs e),ToolStripRadioButtonMenuItem,0,0,2,2,0,10,12
Long Method,RSSDP,Rssdp.Infrastructure,SsdpDevicePublisher,"WriteTrace(string text, SsdpDevice device)",DecodeASCII(string ascii),Translator,0,2,0,0,2,10,12
Long Method,RSSDP,Rssdp.Infrastructure,SsdpDevicePublisher,WriteTrace(string text),HashToString(),Translator,0,1,0,0,0,10,12
Long Method,ShareX,ShareX,DropForm,"DropForm_DragDrop(object sender, DragEventArgs e)",ASCIIToText(string ascii),TranslatorHelper,0,2,2,2,0,4,5
Long Method,ShareX,ShareX,HotkeyManager,ResetHotkeys(),TextToBinary(string text),TranslatorHelper,0,0,2,2,3,3,1
